Gothic literature,Gothic,gothic fiction,Gothic literature (Romantic to Contemporary),Gothic fiction,Gothic novel,the Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graduate and undergraduate computer-mediated composing,graduate and undergraduate computer-mediated composing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graduate student teacher training,Graduate Student Teacher Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphic design,graphic design and design theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphic novels,comics/graphic novels,Comics and Graphic Narratives,Comics and Graphic Novels,comics/graphic novels,Graphic Novels,,graphic novels/comics,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greek and Roman drama,Greek and Roman Drama and Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grief in literature,Death and grief in American Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannes Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hans Henny Jahnn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harlem Renaissance,The Harlem Renaissance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haunting in film,Haunting and Ghosts in Literature and Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haunting in literature,Haunting and Ghosts in Literature and Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
health policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemispheric American literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemispheric American studies,Hemispheric American Studies,hemispheric American studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemispheric studies,Hemispheric Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry David Thoreau,William Wordsworth and Henry David Thoreau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Roth,the life of Henry Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Higher education budgeting,Higher education budgeting and policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Higher education literature,Higher Education Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Higher education policy,Higher ed policy,Higher education budgeting and policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Higher education reform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic Caribbean culture,Hispanic Caribbean literatures and cultures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic Caribbean literature,Hispanic Caribbean literatures and cultures,Hispanic Caribbean narratives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic linguistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic literatures,Spanish Language and Hispanic literatures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic orientalism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic poetry,Hispanic Poetry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic women writers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historical fiction,historical fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historical Hispanic linguistics,Historical Hispanic Linguistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historical Italian linguistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historical linguistics,Historical Linguistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historical literacy,Literacy (historical and contemporary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historical media poetics,mediality/historical media poetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historical memory in post-Franco Spain,Historical Memory in PostFranco Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historical Romance linguistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historical Spanish linguistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historiographic theory,historiographic theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historiography,poetics and historiography,History and Historiography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historiography of linguistics,Historiography of Linguistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History,History and Historiography,history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History and theory of lyric,history and theory of lyric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of cartography,History of Cartography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of collectors and collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of collectors and collections,the history of collectors and collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of critical science theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of feminism,history of feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of ideas,History of Ideas,history of ideas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of literary study,history of literary study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of literature as a platform for textual practices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of medicine,History of Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of modern philosophy,History of Modern Philosophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of philosophy,history of science and philosophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of photography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of reading,History of Reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of religion,the history of religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of rhetoric,Histories and theories of rhetoric,History of Rhet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of science,history of science,History of Science,history of science and philosophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of science critical theory,the history of science critical theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of Shakespearean criticism,history of Shakespearean criticism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of the book and the digital humanities,the history of the book and digital humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of the novel,History and theory of the novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of Western poetry,history of western poetry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of writing,The long history of writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holocaust studies,Holocaust and Genocide Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homiletics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horror cinema,Horror cinema (especially zombie films),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human performance,human performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human rights,human rights,Human rights and memory studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human rights narratives,Human Rights narratives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humanism,Humanism and Public Culture in the Arabo-Islamic Middle Ages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humanism and public culture in the Arabo-Islamic Middle Ages,Humanism and Public Culture in the Arabo-Islamic Middle Ages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humanities computing,humanities computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humanities PhD,the humanities PhD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humor studies,Humor Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian culture,Hungarian literature and culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian folklore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian studies,Hungarian  studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid pedagogies,hybrid pedagogies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iberian studies,Iberian Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iberian transatlantic studies,Iberian TransAtlantic Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idealism,idealism,idealism v pragmatism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identity and technology,identity and technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idiom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image studies,text and image studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immigrant literature,immigrant literature,portrayal of immigrants in literature Latin America/Asia relations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immigrants in literature depicting Latin America–Asia relations,portrayal of immigrants in literature Latin America/Asia relations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immigrants’ rights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immigration studies,immigration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperial borderlands in Eastern and Central Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperialism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impure thoughts,Impure Thoughts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inclusive pedagogy,inclusive pedagogy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indigenous critical thought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indigenous studies,Indigineous Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influence of science,The influence of science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Information literacy,Information Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institutional history of Hispanism,Institutional History of Hispanism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instruction,Curriculum and Instruction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intellectual history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inter-American literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inter-American studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interactional linguistics,interactional linguistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interactive art,interactive art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intercultural communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intercultural language education,Intercultural Language Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interculturality,interculturality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdisciplinary cultural studies,Interdisciplinary literary and cultural studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdisciplinary humanities studies,Interdisciplinary law and humanities studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdisciplinary law,Interdisciplinary law and humanities studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdisciplinary literacy,Interdisciplinary Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdisciplinary literary criticism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdisciplinary literary studies,Interdisciplinary literary and cultural studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdisciplinary research,interdisciplinary research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdisciplinary studies,Interdisciplinary Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediality,intermediality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internment literature,Internment-era N. Irish and British lit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interpreting studies,Interpreting Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intersubjectivity,intersubjectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intertextuality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to literature,Introduction to Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irish immigrants in England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irish literature,Irish Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irish modernism,Irish Modernism,politics in British and Irish modernist fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irish studies,Irish Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islamic political thought,Islamic Political Thought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israeli cinema,Israeli Literature and Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israeli literature,Israeli Literature and Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian culture,Italian language and culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian Jewish literature,Italian Jewish Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian language,Italian language and culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian literature,Italian Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian Renaissance drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian studies,Italian Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italianate culture on the early English book market (especially 1590–1610),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Kerouac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobean drama,Elizabethan and Jacobean drama,Elizabethan/Jacobean Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacques Derrida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Joyce,Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Kelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jane Austen,History and theory of the novel: Jane Austen and Janeites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jane Austen and Janeites,History and theory of the novel: Jane Austen and Janeites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese culture,Japanese literature and culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese literature,Japanese literature all periods,Japanese literature and culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese studies,Japanese Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jazz studies,jazz studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean Rhys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Baptiste Lamarck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesuit missions in the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewish American literature,jewish american literature,Jewish American Literature,Jewish-American Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewish Canadian literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewish literature,Jewish Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewish Sephardic studies,Jewish Sephardic Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewish studies,Jewish Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Cournos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Fowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Milton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Donoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.S. Bach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Judaic studies,Judaic Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julia Kristeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K–16 teaching strategies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kafka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katherine Anne Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Rexroth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kierkegaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knowledge management,knowledge management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koranic studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean cinema,Korean Literature and Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean culture,Korean literature and culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean literature and culture,Korean literature and culture,Korean Literature and Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2 acquisition,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lacanian psychoanalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landscape photography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Language,Language and New Media,Language and research,Languages and Linguistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Language change,Language Contact and Change,language variation and change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Language contact,language contact,Language Contact and Change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Language diversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Language pedagogy,language pedagogy,language pedagogy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Language planning,Language Planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Language teaching,Language Learning and Language Teaching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Language teaching methodologies,Language Teaching Methodologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Language variation,language variation and change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-18th- and 19th-century American culture in a global context,late-eighteenth and nineteenth century US culture in a global context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late medieval culture,Late medieval literature and culture,late-medieval literature and culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late medieval English literature,Late Medieval English and French Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late medieval English poetry,Late medieval English poetry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late medieval French literature,Late Medieval English and French Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late medieval literature,Late medieval literature and culture,late-medieval literature and culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late Victorian literature,Late Victorian Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America,Latin American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American avant-garde novel,Latin American Avant-Garde Novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American avant-garde poetry,Latin American Avant-Garde Poetry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American boom,Boom de la literatura latinoamericana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American cinema,Latin American Literature and Film,Latin American Cinema,Literatures and Cinemas from Latin American and US-Latino cultures,Spanish and Latin American cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American cultural studies,Latin American literary and cultural studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American cultural theory,Latin American Cultural Theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American culture,Latin American Literature and Culture,Latin American Literatures and Cultures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American foundational narratives,Foundational narratives of Latin America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American Jewish studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American LGBTQ queer and queer-friendly people of color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American literary studies,Latin American literary and cultural studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American literature,Latin American Literature,Latin American Literature and Culture,Latin American literature and film,Latin American Literature and Film,Latin American and Spanish Literature with a focus on twentieth and twentyfirst century Women’s Literature,,Latin American Literatures and Cultures,Latin American and Spanish Literature with a focus on twentieth and twenty-first century Women’s Literature,Literatures and Cinemas from Latin American and US-Latino cultures,,portrayal of immigrants in literature Latin America/Asia relations,,,,,,,,,,,,,,,,,,,,,,,
Latin American modernism,Actualmente desarrollo una investigación sobre el modernismo hispanoamericano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American science fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American studies,American and Latin American Studies,Latin American Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American theater and performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American visual culture,Latin American and Latina/o visual culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latina/o cinema,Literatures and Cinemas from Latin American and US-Latino cultures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latina/o cultural studies,Latina/o literary and cultural studies,US Latin@ literatures and cultures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latina/o literature,Latina/o Lit,latin@ literature,Latin@,Latino literature,Latino Literature,US Latin@ Literature,Literatures and Cinemas from Latin American and US-Latino cultures,US Latin@ literatures and cultures,,,,,,,,,,,,,,,,,,,,,,,,,,
Latina/o performance studies,Latina/o literary and performance studies,Latin American and Latina/o performance studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latina/o visual culture,Latin American and Latina/o visual culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latino/a studies,Latina/o literary and performance studies,Latina/o literary and cultural studies,US Latino Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laughter and comedy in early modern England,laughter and comedy in early modern England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurence Sterne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Law,law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Law and literature,Law and Literature,law and literature,literature and law,Literature and the Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal history,legal history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal philosophy,legal philosophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal studies,Legal and Scientific Discourse Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Less commonly taught languages,Less commonly taught languages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexicography,lexicography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGBTQ literature,gay and lesbian literatures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGBTQ studies,LGBT/Queer Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGBTQ writing,LGBT writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Librarianship,librarianship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libraries,libraries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library science,Archival and library sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Life writing,life writing,Life Writing,Lifewriting,all genres of lifewriting (auto/biography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linguistic landscape,Linguistic Landscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linguistic pragmatics,liguistic pragmatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linguistic semantics,linguistic semantics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linguistics,Linguistics and Literarure,Languages and Linguistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linguistics and literature,Linguistics and Literarure,Interaction between linguistics and literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literacy and gender,literacy and gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literacy narratives,literacy narratives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary Buddhism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary criticism,Literary theory and criticism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary education,literary education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary geography,literary geography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary history,Literary History and Theory,Literary History in English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary history in Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary informatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary landscapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary modernism,literary modernism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary reading,Literary Reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary reception,literary and visual reception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary revisions of the Annunciation narrative,Literary Revisions of the Annunciation narrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary studies in Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary studies in the Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literary theory,Literary Theory,literary theory,Literary theory (ancient and modern),Literary theory and criticism,Literary History and Theory,,Literary and cultural theory,literary and cultural theory,literary,Literary Theories,,,,,,,,,,,,,,,,,,,,,,,,
Literary translation,literary translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Literatura latinoamericana contemporánea,literatura latinoamericana contemporánea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
